Product_ID;Customer_ID;Product_Type;Open_Date;Currency;Balance;Credit_Limit
284;6305;Demand;18.07.2010;YTL;1022.77;0
285;7991;Demand;20.07.2010;YTL;30.86;0
286;7991;Credit Card;20.07.2010;YTL;0;500
287;10360;Demand;20.07.2010;YTL;633.87;0
288;10360;Credit Card;20.07.2010;YTL;164.5;28000
289;11038;Credit Card;20.07.2010;YTL;1355.58;1500
290;11038;Demand;20.07.2010;YTL;19.9;0
291;11147;Demand;21.07.2010;YTL;1135.37;0
292;10207;Demand;22.07.2010;YTL;42.9;0
293;6331;Demand;22.07.2010;YTL;1145.89;0
294;11409;Demand;23.07.2010;EUR;8.59;0
295;11409;Demand;23.07.2010;YTL;12.64;0
296;11815;Demand;23.07.2010;USD;1.37;0
297;11425;Demand;24.07.2010;YTL;17.17;0
298;6868;Demand;25.07.2010;YTL;570.74;0
299;9556;Demand;26.07.2010;YTL;771.62;0
300;9046;Credit Card;26.07.2010;YTL;1289.09;1500
301;8742;Demand;26.07.2010;XAU;0.21;0
302;10680;Demand;26.07.2010;XAU;3.22;0
303;6440;Demand;27.07.2010;YTL;110.06;0
304;11304;Demand;28.07.2010;YTL;23.44;0
305;9585;Demand;28.07.2010;USD;0.07;0
306;9585;Demand;28.07.2010;YTL;41.1;0
307;7231;Demand;29.07.2010;YTL;50.42;0
308;9684;Demand;31.07.2010;YTL;7.07;0
309;6532;Demand;31.07.2010;YTL;1546.15;0
310;7836;Demand;03.08.2010;XAU;2.24;0
311;10846;Demand;03.08.2010;USD;0.08;0
312;7836;Demand;03.08.2010;USD;2.5;0
313;7839;Demand;03.08.2010;EUR;1.82;0
314;7839;Demand;03.08.2010;USD;1.92;0
315;11194;Credit Card;04.08.2010;YTL;0;8000
316;11194;Demand;04.08.2010;USD;1.01;0
317;11194;Demand;04.08.2010;YTL;10.98;0
318;7017;Credit Card;05.08.2010;YTL;0;2000
319;7772;Demand;05.08.2010;YTL;21.23;0
320;8102;Demand;07.08.2010;YTL;11.58;0
321;8518;Demand;08.08.2010;XAU;1.16;0
322;6441;Demand;08.08.2010;YTL;32.6;0
323;9803;Demand;10.08.2010;USD;1.29;0
324;8555;Demand;13.08.2010;YTL;29.2;0
325;8555;Credit Card;13.08.2010;YTL;454.92;500
326;11370;Demand;16.08.2010;YTL;34;0
327;11583;Demand;16.08.2010;XAU;0.23;0
328;11583;Credit Card;16.08.2010;YTL;1350.97;1500
329;11583;Demand;16.08.2010;USD;2.18;0
330;11583;Demand;16.08.2010;YTL;66.42;0
331;8698;Demand;16.08.2010;YTL;742.01;0
332;6970;Credit Card;18.08.2010;YTL;0;2000
333;6211;Demand;18.08.2010;YTL;47.16;0
334;6970;Demand;18.08.2010;YTL;53.91;0
335;11409;Demand;20.08.2010;XAU;1.85;0
336;7079;Demand;20.08.2010;YTL;1415.82;0
337;11146;Demand;21.08.2010;YTL;14.56;0
338;9072;Demand;23.08.2010;YTL;1.69;0
339;9738;Demand;23.08.2010;YTL;54.08;0
340;9738;Demand;23.08.2010;EUR;8.56;0
341;11730;Demand;23.08.2010;YTL;34.28;0
342;8490;Demand;24.08.2010;USD;1.72;0
343;5525;Credit Card;24.08.2010;YTL;11.56;1500
344;5525;Demand;24.08.2010;XAU;2.74;0
345;5262;Demand;24.08.2010;YTL;12.7;0
346;5525;Demand;24.08.2010;USD;1.13;0
347;5484;Demand;25.08.2010;YTL;72.2;0
348;7713;Demand;25.08.2010;YTL;52.62;0
349;9970;Demand;26.08.2010;YTL;26.51;0
350;11437;Demand;26.08.2010;YTL;359.13;0
351;11437;Demand;26.08.2010;USD;89.79;0
352;10214;Demand;27.08.2010;XAU;3.31;0
353;8473;Demand;27.08.2010;YTL;11.84;0
354;5295;Demand;27.08.2010;YTL;3599.29;0
355;5295;Demand;27.08.2010;USD;4188.71;0
356;5295;Credit Card;27.08.2010;YTL;0;56000
357;10453;Demand;28.08.2010;XAU;3.16;0
358;5406;Demand;28.08.2010;YTL;127.81;0
359;7133;Demand;29.08.2010;YTL;653.68;0
360;7029;Demand;30.08.2010;YTL;1515.04;0
361;5125;Demand;30.08.2010;YTL;80.11;0
362;11153;Credit Card;30.08.2010;YTL;0;4000
363;11153;Demand;30.08.2010;YTL;593.46;0
364;7236;Demand;31.08.2010;YTL;438.73;0
365;8424;Demand;31.08.2010;YTL;2.9;0
366;7236;Demand;31.08.2010;USD;365.57;0
367;10541;Demand;02.09.2010;XAU;2.1;0
368;9711;Demand;02.09.2010;USD;0.13;0
369;9711;Demand;02.09.2010;YTL;62.33;0
370;8109;Demand;03.09.2010;XAU;1.47;0
371;8571;Demand;04.09.2010;YTL;685.62;0
372;6896;Credit Card;05.09.2010;YTL;0;500
373;9713;Demand;05.09.2010;YTL;64.22;0
374;6896;Demand;05.09.2010;YTL;67.1;0
375;5525;Demand;05.09.2010;YTL;39.78;0
376;6500;Credit Card;05.09.2010;YTL;2447.68;10000
377;7719;Demand;06.09.2010;YTL;56.31;0
378;7227;Credit Card;07.09.2010;YTL;0;16500
379;8847;Demand;07.09.2010;YTL;13.9;0
380;9305;Demand;07.09.2010;YTL;46.84;0
381;8847;Demand;07.09.2010;USD;1.02;0
382;10272;Demand;07.09.2010;YTL;480.84;0
383;6836;Credit Card;08.09.2010;YTL;8.07;1000
384;8667;Demand;08.09.2010;YTL;18.64;0
385;6836;Demand;08.09.2010;YTL;65.83;0
386;6891;Demand;10.09.2010;XAU;0.29;0
387;6891;Demand;10.09.2010;USD;2.57;0
388;10132;Demand;10.09.2010;EUR;1.74;0
389;6891;Demand;10.09.2010;YTL;78.93;0
390;7706;Demand;10.09.2010;YTL;52.91;0
391;10940;Demand;13.09.2010;YTL;8931.08;0
392;5269;Demand;13.09.2010;EUR;6.24;0
393;5269;Demand;13.09.2010;USD;3.03;0
394;5241;Credit Card;14.09.2010;YTL;5851.34;6500
395;8383;Demand;14.09.2010;YTL;63.82;0
396;11113;Demand;14.09.2010;USD;2.19;0
397;8847;Demand;14.09.2010;XAU;1.5;0
398;6205;Credit Card;15.09.2010;YTL;1364.1;1500
399;6205;Demand;15.09.2010;YTL;0.56;0
400;5172;Demand;16.09.2010;YTL;17.66;0
401;6985;Demand;16.09.2010;USD;1.9;0
402;7632;Credit Card;17.09.2010;YTL;0;16000
403;10771;Demand;17.09.2010;EUR;8.33;0
404;11922;Demand;18.09.2010;XAU;2.05;0
405;6797;Demand;19.09.2010;YTL;204.85;0
406;4943;Demand;20.09.2010;YTL;4.39;0
407;6024;Demand;22.09.2010;EUR;9.52;0
408;5656;Demand;22.09.2010;YTL;53.23;0
409;11150;Demand;23.09.2010;USD;1.06;0
410;7808;Demand;26.09.2010;YTL;40.42;0
411;7207;Demand;26.09.2010;YTL;163.4;0
412;7207;Credit Card;26.09.2010;YTL;1801.54;2000
413;7207;Demand;26.09.2010;USD;56.9;0
414;6617;Demand;27.09.2010;USD;503.93;0
415;6617;Credit Card;27.09.2010;YTL;9576.64;12000
416;6617;Demand;27.09.2010;YTL;908.7;0
417;6157;Demand;28.09.2010;XAU;6.26;0
418;8803;Demand;28.09.2010;YTL;9.08;0
419;6198;Demand;28.09.2010;USD;720.11;0
420;11372;Credit Card;29.09.2010;YTL;0;4000
421;10933;Demand;29.09.2010;XAU;2.23;0
422;9725;Demand;30.09.2010;YTL;16.05;0
423;10323;Demand;30.09.2010;YTL;22.62;0
424;6083;Credit Card;01.10.2010;YTL;7.68;3000
425;6609;Demand;02.10.2010;USD;19651.49;0
426;10663;Demand;02.10.2010;YTL;60;0
427;6609;Credit Card;02.10.2010;YTL;5.26;36000
428;10663;Demand;02.10.2010;USD;0.78;0
429;6609;Demand;02.10.2010;YTL;4397.46;0
430;8753;Demand;03.10.2010;YTL;59.05;0
431;6151;Demand;03.10.2010;YTL;56.9;0
432;8753;Demand;03.10.2010;USD;1.64;0
433;10935;Demand;03.10.2010;XAU;2.4;0
434;6198;Demand;03.10.2010;XAU;9.39;0
435;9168;Demand;06.10.2010;YTL;34.51;0
436;4874;Demand;06.10.2010;YTL;47.21;0
437;9168;Demand;06.10.2010;EUR;6.89;0
438;11580;Demand;08.10.2010;EUR;4.79;0
439;11320;Demand;09.10.2010;YTL;11.48;0
440;5811;Demand;10.10.2010;YTL;70.23;0
441;7671;Demand;11.10.2010;USD;41080.69;0
442;7671;Credit Card;11.10.2010;YTL;0;3500
443;8151;Demand;11.10.2010;YTL;40.08;0
444;8151;Demand;11.10.2010;USD;0.65;0
445;7671;Demand;11.10.2010;YTL;4841.38;0
446;8495;Demand;12.10.2010;YTL;43.8;0
447;11876;Demand;12.10.2010;USD;0.33;0
448;10201;Demand;13.10.2010;XAU;2.12;0
449;9083;Demand;13.10.2010;USD;2.24;0
450;10201;Demand;13.10.2010;USD;0.35;0
451;9083;Demand;13.10.2010;YTL;38.26;0
452;10846;Credit Card;16.10.2010;YTL;4000;4000
453;9919;Demand;16.10.2010;YTL;57.68;0
454;8308;Credit Card;16.10.2010;YTL;24.8;6000
455;6694;Demand;17.10.2010;YTL;44.6;0
456;6694;Credit Card;17.10.2010;YTL;0;1500
457;8442;Demand;17.10.2010;YTL;320.53;0
458;6694;Demand;17.10.2010;USD;0.78;0
459;11260;Demand;18.10.2010;YTL;6.1;0
460;6568;Demand;19.10.2010;YTL;51.33;0
461;8398;Demand;19.10.2010;YTL;52.85;0
462;8398;Credit Card;19.10.2010;YTL;352.44;1500
463;9053;Demand;20.10.2010;YTL;5.45;0
464;4969;Demand;20.10.2010;YTL;6.97;0
465;8396;Demand;20.10.2010;YTL;17.16;0
466;7836;Demand;21.10.2010;YTL;28.55;0
467;6111;Demand;22.10.2010;YTL;53.62;0
468;7169;Demand;23.10.2010;XAU;1.46;0
469;10579;Demand;25.10.2010;YTL;10.48;0
470;10579;Credit Card;25.10.2010;YTL;1804.92;2000
471;8712;Demand;25.10.2010;USD;2.59;0
472;10579;Demand;25.10.2010;USD;1.64;0
473;4898;Demand;26.10.2010;YTL;59.24;0
474;6945;Demand;26.10.2010;YTL;54.45;0
475;6945;Demand;26.10.2010;USD;1.08;0
476;5735;Demand;26.10.2010;YTL;71.98;0
477;6356;Demand;27.10.2010;YTL;21.83;0
478;6356;Demand;27.10.2010;USD;2.9;0
479;8880;Credit Card;27.10.2010;YTL;900.19;1000
480;8880;Demand;27.10.2010;YTL;312.09;0
481;11293;Demand;31.10.2010;YTL;33.56;0
482;6367;Demand;01.11.2010;YTL;273.49;0
483;5134;Demand;02.11.2010;USD;1.53;0
484;5134;Demand;02.11.2010;YTL;61.3;0
485;5732;Demand;05.11.2010;USD;1.86;0
486;10417;Demand;05.11.2010;YTL;8.02;0
487;8056;Demand;06.11.2010;YTL;65.22;0
488;9101;Demand;06.11.2010;YTL;18.19;0
489;8472;Demand;08.11.2010;YTL;12.79;0
490;5221;Demand;09.11.2010;YTL;18.06;0
491;5221;Credit Card;09.11.2010;YTL;0;4000
492;9396;Demand;09.11.2010;YTL;22.86;0
493;9490;Demand;12.11.2010;YTL;493.59;0
494;7483;Demand;12.11.2010;XAU;4.7;0
495;10466;Demand;13.11.2010;XAU;1.72;0
496;9808;Demand;13.11.2010;YTL;387.85;0
497;6797;Demand;13.11.2010;XAU;10.93;0
498;9808;Credit Card;13.11.2010;YTL;50740.91;56000
499;9808;Demand;13.11.2010;USD;14569.14;0
500;6308;Credit Card;13.11.2010;YTL;9.91;1000
501;6129;Demand;14.11.2010;YTL;57.4;0
502;8784;Demand;15.11.2010;EUR;2.27;0
503;9949;Demand;15.11.2010;YTL;43.69;0
504;8784;Demand;15.11.2010;YTL;63.68;0
505;9455;Demand;15.11.2010;YTL;41.63;0
506;11762;Demand;16.11.2010;USD;0.53;0
507;8188;Credit Card;16.11.2010;YTL;2.08;1500
508;8823;Demand;16.11.2010;USD;0.21;0
509;10473;Demand;16.11.2010;USD;154.36;0
510;4280;Demand;16.11.2010;USD;3.47;0
511;8188;Demand;16.11.2010;YTL;35.24;0
512;8823;Demand;16.11.2010;YTL;50.86;0
513;4280;Demand;16.11.2010;YTL;1.06;0
514;8903;Credit Card;18.11.2010;YTL;0;1500
515;6228;Demand;18.11.2010;USD;0.38;0
516;6228;Demand;18.11.2010;YTL;25.3;0
517;7170;Demand;19.11.2010;YTL;4911.06;0
518;9307;Demand;20.11.2010;YTL;27.7;0
519;4575;Demand;20.11.2010;YTL;37.53;0
520;9307;Demand;20.11.2010;USD;0.33;0
521;6469;Demand;21.11.2010;YTL;35.78;0
522;6469;Demand;21.11.2010;USD;0.21;0
523;10906;Credit Card;21.11.2010;YTL;0;1500
524;8829;Demand;21.11.2010;YTL;299.21;0
525;8829;Credit Card;21.11.2010;YTL;0;5500
526;7273;Credit Card;22.11.2010;YTL;0;1500
527;5703;Demand;23.11.2010;YTL;76.75;0
528;5703;Demand;23.11.2010;USD;0.38;0
529;6888;Credit Card;24.11.2010;YTL;38.95;6000
